College name,Location,Established,Affliation,Coursed offred,Coursed duretion,Admition criteria,Entrance Exam,Hostel avilibiliry,Hostelfee,Course fee,Placement,Facilities,Contact information,Website
"Rajesh Pilot Government Polytechnic College, Dholpur","Dholpur, Rajasthan, India",2010,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-5644-220369, Email: gpcdholpur@rajasthan.gov.in",http://gpcdholpur.ac.in
"Government Polytechnic College, Dungarpur","Dungarpur, Rajasthan, India",2009,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-2963-222355, Email: gpcdungarpur@rajasthan.gov.in",http://gpcdungarpur.ac.in
"Government Polytechnic College, Dungarpur","Dungarpur, Rajasthan, India",2009,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-2963-222355, Email: gpcdungarpur@rajasthan.gov.in",http://gpcdungarpur.ac.in
"Government Polytechnic College, Dungarpur","Dungarpur, Rajasthan, India",2009,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-2963-222355, Email: gpcdungarpur@rajasthan.gov.in",http://gpcdungarpur.ac.in
"Government Polytechnic College, Dungarpur","Dungarpur, Rajasthan, India",2009,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-2963-222355, Email: gpcdungarpur@rajasthan.gov.in",http://gpcdungarpur.ac.in
"Government Polytechnic College, Dungarpur","Dungarpur, Rajasthan, India",2009,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-2963-222355, Email: gpcdungarpur@rajasthan.gov.in",http://gpcdungarpur.ac.in
"Government Polytechnic College, Hanumangarh","Hanumangarh, Rajasthan, India",2010,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-1592-220283, Email: gpc_hanumangarh@rajasthan.gov.in",http://gpchm.ac.in
"Government Polytechnic College, Hanumangarh","Hanumangarh, Rajasthan, India",2010,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-1592-220283, Email: gpc_hanumangarh@rajasthan.gov.in",http://gpchm.ac.in
"Government Polytechnic College, Hanumangarh","Hanumangarh, Rajasthan, India",2010,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-1592-220283, Email: gpc_hanumangarh@rajasthan.gov.in",http://gpchm.ac.in
"Government Polytechnic College, Hanumangarh","Hanumangarh, Rajasthan, India",2010,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-1592-220283, Email: gpc_hanumangarh@rajasthan.gov.in",http://gpchm.ac.in
"Government Polytechnic College, Hanumangarh","Hanumangarh, Rajasthan, India",2010,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-1592-220283, Email: gpc_hanumangarh@rajasthan.gov.in",http://gpchm.ac.in
"Government Ram Chandra Khaitan Polytechnic College, Jaipur","Jaipur, Rajasthan, India",2008,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-141-2752618, Email: gprcjc@rajasthan.gov.in",http://gprcjc.ac.in
"Government Ram Chandra Khaitan Polytechnic College, Jaipur","Jaipur, Rajasthan, India",2008,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-141-2752618, Email: gprcjc@rajasthan.gov.in",http://gprcjc.ac.in
"Government Ram Chandra Khaitan Polytechnic College, Jaipur","Jaipur, Rajasthan, India",2008,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-141-2752618, Email: gprcjc@rajasthan.gov.in",http://gprcjc.ac.in
"Government Ram Chandra Khaitan Polytechnic College, Jaipur","Jaipur, Rajasthan, India",2008,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-141-2752618, Email: gprcjc@rajasthan.gov.in",http://gprcjc.ac.in
"Government Ram Chandra Khaitan Polytechnic College, Jaipur","Jaipur, Rajasthan, India",2008,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-141-2752618, Email: gprcjc@rajasthan.gov.in",http://gprcjc.ac.in
"Government Polytechnic College, Jalore (Camp Pali)","Jalore, Rajasthan, India",2012,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-2972-221253, Email: gpcjalore@rajasthan.gov.in",http://gpcjalore.ac.in
"Government Polytechnic College, Jalore (Camp Pali)","Jalore, Rajasthan, India",2012,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-2972-221253, Email: gpcjalore@rajasthan.gov.in",http://gpcjalore.ac.in
"Government Polytechnic College, Jalore (Camp Pali)","Jalore, Rajasthan, India",2012,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-2972-221253, Email: gpcjalore@rajasthan.gov.in",http://gpcjalore.ac.in
"Government Polytechnic College, Jalore (Camp Pali)","Jalore, Rajasthan, India",2012,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-2972-221253, Email: gpcjalore@rajasthan.gov.in",http://gpcjalore.ac.in
"Government Polytechnic College, Jalore (Camp Pali)","Jalore, Rajasthan, India",2012,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-2972-221253, Email: gpcjalore@rajasthan.gov.in",http://gpcjalore.ac.in
"Government Polytechnic College, Jaisalmer","Jaisalmer, Rajasthan, India",2008,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-2992-254209, Email: gpcjaisalmer@rajasthan.gov.in",http://gpcjaisalmer.ac.in
"Government Polytechnic College, Jaisalmer","Jaisalmer, Rajasthan, India",2008,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-2992-254209, Email: gpcjaisalmer@rajasthan.gov.in",http://gpcjaisalmer.ac.in
"Government Polytechnic College, Jaisalmer","Jaisalmer, Rajasthan, India",2008,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-2992-254209, Email: gpcjaisalmer@rajasthan.gov.in",http://gpcjaisalmer.ac.in
"Government Polytechnic College, Jaisalmer","Jaisalmer, Rajasthan, India",2008,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-2992-254209, Email: gpcjaisalmer@rajasthan.gov.in",http://gpcjaisalmer.ac.in
"Government Polytechnic College, Jaisalmer","Jaisalmer, Rajasthan, India",2008,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-2992-254209, Email: gpcjaisalmer@rajasthan.gov.in",http://gpcjaisalmer.ac.in
"Government Polytechnic College, Jhalawar","Jhalawar, Rajasthan, India",2009,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-7432-222077, Email: gpcjhalawar@rajasthan.gov.in",http://gpcjhalawar.ac.in
"Government Polytechnic College, Jhalawar","Jhalawar, Rajasthan, India",2009,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-7432-222077, Email: gpcjhalawar@rajasthan.gov.in",http://gpcjhalawar.ac.in
"Government Polytechnic College, Jhalawar","Jhalawar, Rajasthan, India",2009,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-7432-222077, Email: gpcjhalawar@rajasthan.gov.in",http://gpcjhalawar.ac.in
"Government Polytechnic College, Jhalawar","Jhalawar, Rajasthan, India",2009,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-7432-222077, Email: gpcjhalawar@rajasthan.gov.in",http://gpcjhalawar.ac.in
"Government Polytechnic College, Jhalawar","Jhalawar, Rajasthan, India",2009,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-7432-222077, Email: gpcjhalawar@rajasthan.gov.in",http://gpcjhalawar.ac.in
"Government Polytechnic College, Jodhpur","Jodhpur, Rajasthan, India",2009,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-291-2540854, Email: gpcjodhpur@rajasthan.gov.in",http://gpcjodhpur.ac.in
"Government Polytechnic College, Jodhpur","Jodhpur, Rajasthan, India",2009,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-291-2540854, Email: gpcjodhpur@rajasthan.gov.in",http://gpcjodhpur.ac.in
"Government Polytechnic College, Jodhpur","Jodhpur, Rajasthan, India",2009,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-291-2540854, Email: gpcjodhpur@rajasthan.gov.in",http://gpcjodhpur.ac.in
"Government Polytechnic College, Jodhpur","Jodhpur, Rajasthan, India",2009,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-291-2540854, Email: gpcjodhpur@rajasthan.gov.in",http://gpcjodhpur.ac.in
"Government Polytechnic College, Jodhpur","Jodhpur, Rajasthan, India",2009,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-291-2540854, Email: gpcjodhpur@rajasthan.gov.in",http://gpcjodhpur.ac.in
"Government Polytechnic College, Jhunjhunu","Jhunjhunu, Rajasthan, India",2009,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-1593-220146, Email: gpcjhunjhunu@rajasthan.gov.in",http://gpcjhunjhunu.ac.in
"Government Polytechnic College, Jhunjhunu","Jhunjhunu, Rajasthan, India",2009,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-1593-220146, Email: gpcjhunjhunu@rajasthan.gov.in",http://gpcjhunjhunu.ac.in
"Government Polytechnic College, Jhunjhunu","Jhunjhunu, Rajasthan, India",2009,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-1593-220146, Email: gpcjhunjhunu@rajasthan.gov.in",http://gpcjhunjhunu.ac.in
"Government Polytechnic College, Jhunjhunu","Jhunjhunu, Rajasthan, India",2009,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-1593-220146, Email: gpcjhunjhunu@rajasthan.gov.in",http://gpcjhunjhunu.ac.in
"Government Polytechnic College, Jhunjhunu","Jhunjhunu, Rajasthan, India",2009,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-1593-220146, Email: gpcjhunjhunu@rajasthan.gov.in",http://gpcjhunjhunu.ac.in
"Government Polytechnic College, Karauli (Camp-Alwar)","Karauli, Rajasthan, India",2010,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-7436-223319, Email: gpc_karauli@rajasthan.gov.in",http://gpckarauli.ac.in
"Government Polytechnic College, Karauli (Camp-Alwar)","Karauli, Rajasthan, India",2010,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-7436-223319, Email: gpc_karauli@rajasthan.gov.in",http://gpckarauli.ac.in
"Government Polytechnic College, Karauli (Camp-Alwar)","Karauli, Rajasthan, India",2010,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-7436-223319, Email: gpc_karauli@rajasthan.gov.in",http://gpckarauli.ac.in
"Government Polytechnic College, Karauli (Camp-Alwar)","Karauli, Rajasthan, India",2010,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-7436-223319, Email: gpc_karauli@rajasthan.gov.in",http://gpckarauli.ac.in
"Government Polytechnic College, Karauli (Camp-Alwar)","Karauli, Rajasthan, India",2010,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-7436-223319, Email: gpc_karauli@rajasthan.gov.in",http://gpckarauli.ac.in
"Government Polytechnic College, Kota","Kota, Rajasthan, India",2007,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-744-2322892, Email: gpc_kota@rajasthan.gov.in",http://gpc.kota.rajasthan.gov.in
"Government Polytechnic College, Kota","Kota, Rajasthan, India",2007,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-744-2322892, Email: gpc_kota@rajasthan.gov.in",http://gpc.kota.rajasthan.gov.in
"Government Polytechnic College, Kota","Kota, Rajasthan, India",2007,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-744-2322892, Email: gpc_kota@rajasthan.gov.in",http://gpc.kota.rajasthan.gov.in
"Government Polytechnic College, Kota","Kota, Rajasthan, India",2007,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-744-2322892, Email: gpc_kota@rajasthan.gov.in",http://gpc.kota.rajasthan.gov.in
"Government Polytechnic College, Kota","Kota, Rajasthan, India",2007,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-744-2322892, Email: gpc_kota@rajasthan.gov.in",http://gpc.kota.rajasthan.gov.in
"Government Polytechnic College, Kelwara","Kelwara, Rajasthan, India",2013,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-2961-220136, Email: gpckelwara@rajasthan.gov.in",http://gpckelwara.ac.in
"Government Polytechnic College, Kelwara","Kelwara, Rajasthan, India",2013,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-2961-220136, Email: gpckelwara@rajasthan.gov.in",http://gpckelwara.ac.in
"Government Polytechnic College, Kelwara","Kelwara, Rajasthan, India",2013,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-2961-220136, Email: gpckelwara@rajasthan.gov.in",http://gpckelwara.ac.in
"Government Polytechnic College, Kelwara","Kelwara, Rajasthan, India",2013,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-2961-220136, Email: gpckelwara@rajasthan.gov.in",http://gpckelwara.ac.in
"Government Polytechnic College, Kelwara","Kelwara, Rajasthan, India",2013,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-2961-220136, Email: gpckelwara@rajasthan.gov.in",http://gpckelwara.ac.in
